2164225647	2020-11-02T23:57:44.000Z	1323414018384666626	It’s so dark when I leave work 😩I rather be going to work when it’s dark	{'place_id': '96af18411a813391'}
609575728	2020-11-07T16:35:08.000Z	1325114575650480131	 your killing me right now!   I feel you 0 going out on a positive note.  😘	{'place_id': 'e4faa50d904ab815'}
336150879	2020-11-07T16:34:51.000Z	1325114502392803329	 can’t go out like that	{'place_id': '011add077f4d2da3'}
29902828	2020-11-07T16:34:12.000Z	1325114338751995910	* i'm going out today FOR SURE! It's time to celebrate and get drunk. 😫😫😫	{'place_id': 'edd2aa964fa61ec9'}
1104147811	2020-11-07T16:33:23.000Z	1325114133801553926	Time to go to work now	{'place_id': '01a9a39529b27f36'}
455501785	2020-11-07T16:07:00.000Z	1325107493765341189	  Lol nah, they always complain about delays etc. I took the (F) to school every day.... always worlds a head of the Fulton Street Local.	{'place_id': '011add077f4d2da3'}
2222424742	2020-11-07T15:55:28.000Z	1325104593366290432	Tr*mp going out sad.. you love to see it 🤣	{'place_id': '011add077f4d2da3'}
1535204252	2020-11-07T15:50:21.000Z	1325103303664029696	I realize why I lose weight when I come to school and it’s simply because I don’t eat because the food is inedible	{'place_id': '7329ff8dbdf5bc00'}
1319690503324110853	2020-11-07T15:24:37.000Z	1325096829504155648	😔 was gonna go out to brunch with a new friend but she’s cancelled. so instead i had a banana cacao powder peanut butter almond milk a dash of vanilla and cinnamon smoothie for kimia breakfast which was yummy	{'place_id': '011add077f4d2da3'}
3093970172	2020-11-07T15:14:46.000Z	1325094350469083137	  MSM needs to stop this nonsense & do their jobs! Investigate, that's what reporters do, reporters search for evidence &  information, real journalists don't simply say show me the evidence, they go out & look for it! What did you learn in journalism school?	{'place_id': '00c39537733fa112'}
910115430093729792	2020-11-07T15:12:10.000Z	1325093696258387969	Holy fuck! Trump is gonna go out with a BANG 💥 	{'place_id': '23a06e5cc6d83009'}
238363015	2020-11-07T15:12:03.000Z	1325093665849696261	I don't get it going out to clubs is for broke people looking for drunk bitches and a reason to show hate to another ni0a	{'place_id': 'c735e25ad03113d5'}
990302802537828352	2020-11-07T14:57:52.000Z	1325090097700679682	 Dude, isn’t every brick n mortar shoe store on earth going out of business?A store near me, Metromix, was giving away stuff at 0-0% off	{'place_id': '01a19311427f5f07'}
1560852494	2020-11-07T14:51:58.000Z	1325088610039820293	You wanna go out for coffee sometime? 	{'place_id': '011add077f4d2da3'}
40399259	2020-11-07T14:33:54.000Z	1325084062990655489	"Joe Scarborough is trolling MSNBC'S Decision Desk. ""Breaking News: We're calling Bob Dole the Republican nominee in 0. Going out on a limb here...."""	{'place_id': 'b45ae2b5def8048f'}
588570771	2020-11-07T14:30:40.000Z	1325083249375387648	 Modi administration policies antithetical to core Biden/Harris policies. Wonder how that’s going to work too.	{'place_id': '01a9a39529b27f36'}
877904899530526720	2020-11-07T14:20:02.000Z	1325080574218919936	What a gorgeous day ☀️ Hope you can go out and enjoy it! 	{'place_id': '01a9a39529b27f36'}
150788457	2020-11-07T13:27:55.000Z	1325067458055725059	  Also depends on how far back one goes and your school location. I went to school in Manhattan and Queens we rarely went to 0nd.	{'place_id': '01a9a39529b27f36'}
50910127	2020-11-07T13:03:38.000Z	1325061347038687232	It’s Saturday and we still don’t have a President. Doubt ol 0 will go out as smooth as Bush...  	{'place_id': 'b046074b1030a44d'}
18942944	2020-11-07T12:28:38.000Z	1325052541458059264	Can't see your family = It's for your safety..Can't go to church = It's for your safety....Can't have weddings or funerals = It's for your safety...Your kids can't go to school = It's for your safety....Can't open your business or work = It's for your safety..... 	{'place_id': '011add077f4d2da3'}
380738653	2020-11-07T12:12:20.000Z	1325048439974076417	What car service (besides Uber) could I take to go out to Long Island, that is semi-affordable!	{'place_id': '00c39537733fa112'}
24549067	2020-11-07T12:02:11.000Z	1325045884963483649	I was featured in this article where I talk about what it’s like to go “Back to school”Grateful that journalists are interested in my story  	{'place_id': '01a9a39529b27f36'}
2382528217	2020-11-07T10:08:17.000Z	1325017220506923009	      I spend $0.0 in carfare a WK 0ppl 0 days a WK with a home that goes down $0.0 a wk due to my teens bieng able to stay home while I go to work. Call it how I live it  	{'place_id': '01a9a39529b27f36'}
38020131	2020-11-07T08:21:05.000Z	1324990241212674048	Done going out for a lil while.. I need a girlfriend	{'place_id': '002e24c6736f069d'}
50706690	2020-11-07T06:58:11.000Z	1324969378182467589	Cleared: Construction on  SB from Roosevelt Avenue to College Point Boulevard; I-0	{'coordinates': {'type': 'Point', 'coordinates': [-73.8386, 40.756999]}, 'place_id': '2ff838b7de3237f9'}
740353532180762624	2020-11-07T06:17:26.000Z	1324959124354977792	Somewhere in between a homebody and someone that likes going out	{'place_id': '00c55f041e27dc51'}
29256528	2020-11-07T05:57:00.000Z	1324953980884176896	More people will go to work at the  inside the Bowlean Lanes than dare to clock in at the White House Monday. 	{'place_id': '01a9a39529b27f36'}
99342522	2020-11-07T05:42:11.000Z	1324950253972361216	she hates going out and we had the longest day ever but she took me out anyway ❤️❤️ 	{'place_id': '54719aecdeecbbe8'}
50706690	2020-11-07T04:47:09.000Z	1324936402715504640	Construction on  SB from Roosevelt Avenue to College Point Boulevard; I-0 	{'coordinates': {'type': 'Point', 'coordinates': [-73.8386, 40.756999]}, 'place_id': '2ff838b7de3237f9'}
42491102	2020-11-07T03:58:08.000Z	1324924070543101953	Biden probably thought Trump was going to speak tonight as to why he waited so late. Trump has two months left and he acting like damn fool. Close out your 0 years and go out like with your head up.	{'place_id': '002e24c6736f069d'}
20734655	2020-11-07T03:33:47.000Z	1324917939322097665	  I was one of the first to benefit from it but my experience was that my peers who were going to go to college anyway went and those who weren't didn't. I guess that probably changed over time but I don't think anyone in my Catholic girls school went to mass voluntarily.	{'place_id': '01a9a39529b27f36'}
157574367	2020-11-07T03:31:44.000Z	1324917423372427264	 I’d like just one drink but mama is breastfeeding but when I can mama will be going out for some needed drinks	{'place_id': '011add077f4d2da3'}
1269036326092931074	2020-11-07T03:24:11.000Z	1324915526838218753	  More like when Republicans fight they lie, cheat, change the rules to fit their own agenda, and blame others when it doesn’t go their way. That’s the only way they know how to win. But guess what, it’s not going to work this time.	{'place_id': '011add077f4d2da3'}
2809590112	2020-11-07T02:46:07.000Z	1324905946494214145	jimmy butler played 0 mins 0 secs in game 0 and more than anyone in the playoffs and didn't need to flop or complain for points even in the finals and instead of whining about going to work he's just like.... making coffee	{'place_id': '00c39537733fa112'}
363083125	2020-11-07T02:10:08.000Z	1324896889691639810	This is crazy how we go to school for all of these years just for niggas to try to low ball us with pay....	{'place_id': 'fa3435044b52ecc7'}
383641543	2020-11-07T02:04:53.000Z	1324895566757769216	Yeah ok slow down not going to work ballots were BACK DATED 	{'place_id': '86fc60f26e1639cc'}
25886749	2020-11-07T02:03:45.000Z	1324895283424206849	He's going out like Stan Chera	{'place_id': '011add077f4d2da3'}
120138841	2020-11-07T01:28:51.000Z	1324886500123799556	So unfortunate we go out our way to vote then when we do they attempt to discount it.	{'place_id': '00ca6959663f6d44'}
3234950775	2020-11-07T01:14:33.000Z	1324882901536808960	Went on vacay and my closest friends were proud of me for simply going out and enjoying my $. Luv	{'place_id': '00ca6959663f6d44'}
844717435	2020-11-07T01:14:16.000Z	1324882830074261506	Lol yes apparently. Do the playing partners who finished have to go out with him and sign his card or anything? 	{'place_id': '4a4c49cb161a4eb9'}
3248531159	2020-11-07T00:50:49.000Z	1324876928160047104	 ✔️✔️ replies going out shortly 🙌🏼🙌🏼	{'place_id': '01a9a39529b27f36'}
2288415904	2020-11-07T00:50:40.000Z	1324876893020168192	I hate to see Seton Hall Prep legends going out sad like this... spreading conspiracies, fake news, and putting a face on CTE. Hoping for the best.	{'place_id': 'c5e2e95296cb121d'}
1324426053432025090	2020-11-07T00:19:24.000Z	1324869023952228352	 if we're going out we're coming out with the bang you must fire falciano discredit Gates get over there in California get into the woods where gruesome Newsom stud not only is there our sins like in Australia the woods are also a mess dicks. Bring the media's attention to	{'place_id': '7b263aefe20c29e8'}
1324426053432025090	2020-11-07T00:18:28.000Z	1324868787628367873	 why is this important censorship censorship you need to go out there right out in front of them 0 City Melania get those people off the streets if Nancy Pelosi doesn't want to make a deal you can make small deals you're still the president	{'place_id': '7b263aefe20c29e8'}
334833630	2020-11-07T00:17:08.000Z	1324868451853361160	I really don’t be going out 😂	{'place_id': '858cec499f8adba6'}
956687630	2020-11-07T00:03:56.000Z	1324865131721990148	Going out sad.... 	{'place_id': '011add077f4d2da3'}
1666381352	2020-11-07T00:03:20.000Z	1324864978290085894	mad i never got to wear a whale tail to school	{'place_id': '01a9a39529b27f36'}
1186752470690729985	2020-11-08T23:49:05.000Z	1325586168549961728	He’s a real one, wouldn’t let you go out looking stupid. 	{'place_id': '002e24c6736f069d'}
1212963569861451781	2020-11-08T23:26:30.000Z	1325580485410623488	I had a dream that I guess apparently I went back to college and I was getting bullied??? Lmaooo	{'place_id': '011add077f4d2da3'}
73668544	2020-11-08T19:45:28.000Z	1325524861582782465	My condolences go out to the family of Alex Trebek. 0 yrs hosting Jeopardy. The last years of his life he worked while getting treatments for his pancreatic cancer. He was an amazing man. RIP Mr. Alex Trebek.😢🙏🏽	{'place_id': '00c39537733fa112'}
21010382	2020-11-08T19:38:39.000Z	1325523144141119488	When you go out of your way to do an “L” like that, it’s not a gesture anymore it’s a MESSAGE. 	{'place_id': '94542c3c348faf28'}
2222424742	2020-11-08T19:30:49.000Z	1325521175963979776	You going out reallll sad 🤡 	{'place_id': '011add077f4d2da3'}
3022326471	2020-11-08T18:21:41.000Z	1325503775633797120	If we can do this I can certainly sit in a restaurant, our kids can return to school full time, I can watch my son play football,  NOT from behind a fence, we can go to church. And and we certainly could have voted IN PERSON! The gig is up! Thanksgiving is on too! 	{'place_id': '00c39537733fa112'}
36936618	2020-11-08T18:18:24.000Z	1325502948642795525	😔 my prayers go out to his family 	{'place_id': '002e24c6736f069d'}
1267239807786369025	2020-11-08T17:45:05.000Z	1325494566582169600	     you only think for yourself. you have no compassion or care or empathy to those around you, just like trump. some people have no choice but to go out for work or something. but you going out with no mask with no thought for other people who aren’t as strong as u are is gross.	{'place_id': 'bf83670d90b7f0bc'}
1085660430729728000	2020-11-08T17:20:59.000Z	1325488500607766536	When you didn’t need a mask to go out @ New York, New York 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.0064, 40.7142]}}
58069924	2020-11-08T16:53:59.000Z	1325481706376323072	Im going out and having fun today in the city , anybody care to join me ????	{'place_id': '011add077f4d2da3'}
928021057583411200	2020-11-08T16:48:52.000Z	1325480419052163078	I wanna go out to eat today	{'place_id': '002e24c6736f069d'}
2747057565	2020-11-08T16:45:05.000Z	1325479464957063173	Worst thing about having a teenage mom is she use to wake me up and wanna play fight before we both went to school 🙃 	{'place_id': '23a06e5cc6d83009'}
791280369970577408	2020-11-08T16:34:07.000Z	1325476705419612163	0 million people lost & they’re humble in victory or defeat. Still going to wake up, go to work & live our lives. Sorry we didn’t burn down our cities cause we didn’t get our way like fake news CNN & MSDNC was saying we would do	{'place_id': '011add077f4d2da3'}
64586891	2020-11-08T16:29:45.000Z	1325475604955848704	Melania Antoinette floating an idea that she’s trying to help is self-preservation and nothing more. She wants to be able to go out to lunches and dinners in Manhattan again. Good luck with that.	{'place_id': '01a9a39529b27f36'}
17799134	2020-11-08T16:27:38.000Z	1325475075810861059	“But tomorrow we go to work”lmao I don’t know about y’all but I’m hungover	{'place_id': '011add077f4d2da3'}
136023570	2020-11-08T16:15:37.000Z	1325472050954326018	Dear Kamala, congrats on your decisive victory! For climate action please push for congestion pricing in NYC and create more opportunities to promote walking and biking to school across the country. Gateway tunnels need federal funds to keep NJ transit alive 	{'place_id': '00c39537733fa112'}
16229683	2020-11-08T15:53:38.000Z	1325466519191564288	It's a tough decision every weekend...pink gin for breakfast in my local or go out for brunch after the game...   	{'place_id': '01a9a39529b27f36'}
22528547	2020-11-08T15:32:50.000Z	1325461282523377664	People have asked if he’ll call it a career if his team wins another Super Bowl, go out on top a la Elway. I think for Pete the challenge is not summitting but sustaining success. So no, I don’t think he packs it in if he were to win another one.	{'place_id': '01a9a39529b27f36'}
363083125	2020-11-08T15:28:47.000Z	1325460264842649610	All I know is when I go out with my niggas for my bday I don’t pay for shit. Love it here lmaoooooo	{'place_id': 'e4faa50d904ab815'}
839247355769671681	2020-11-08T15:23:33.000Z	1325458949102055424	white Gen Z girlies wanna go out on twitter & IG and say not to be happy Biden won, but to be happy Trump is removed ... gurl? Kamala looks like she could be my mom, of course I’m happy... it’s not even just her, it’s the symbolism. Please leave us alone, let us have our moment.	{'place_id': '01a9a39529b27f36'}
22406427	2020-11-08T15:17:14.000Z	1325457355996360705	Its beautiful today. Go out and do something!    @ Fair Lawn, New Jersey 	{'place_id': 'd9da081322efe6e7', 'coordinates': {'type': 'Point', 'coordinates': [-74.1182, 40.9399]}}
2336735386	2020-11-08T14:49:40.000Z	1325450418181332992	If you didn’t save all your work for the Sunday before going back to school, after a break, are you even a teacher?	{'place_id': '94542c3c348faf28'}
18699812	2020-11-08T14:19:33.000Z	1325442840944648193	He must be going out there just so he can talk criminal shit without the possibility of a wiretap like the old mobsters use to do. 	{'place_id': '011add077f4d2da3'}
919266656	2020-11-08T14:07:39.000Z	1325439845565681665	 you look so pathetic. crying about “fraud” doing campaign pressers in a parking lot in front of a janky business. money running dry you need fundraisers to support your legal efforts. you going out so sad on the world stage this shit is hilarious!	{'place_id': '01a9a39529b27f36'}
1228460249100800000	2020-11-08T12:26:26.000Z	1325414375537209344	It’s never suppose to be that way😂 ... you should’ve beat his ass of something🤷🏽‍♀️ don’t go out like that 	{'place_id': '858cec499f8adba6'}
990717649	2020-11-08T12:22:38.000Z	1325413416534683650	I William McCullough 0rd In Newyork City ( USA )  waiting on the Elevator in my Apartment Building and getting ready to go out and enjoy my day. (  King ) (  Ace of Spade and King of Spade ) (  I Habibi -  I BeBella ) 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.99112517, 40.7588419]}}
39192556	2020-11-08T06:00:57.000Z	1325317363969961984	I made my first political themed post on Facebook in several years... a joke about the town I went to college in, Reading Pennsylvania. Immediately had two relatives bitch and complain. Good lord.	{'place_id': '71177291f1601de3'}
914976117592817664	2020-11-08T05:37:49.000Z	1325311540858327040	The quiet kid told me not to go to school yesterday	{'place_id': '002e24c6736f069d'}
30626197	2020-11-08T04:37:34.000Z	1325296381641322497	"I love the continuing conservative delusion of ""It can't be a shitshow the *whole* time, right?"" Wrong.  literally is refusing to take his lips off Trump's butthole, and this. This is not going to work. "	{'place_id': '01a9a39529b27f36'}
441524913	2020-11-08T04:35:15.000Z	1325295797278298112	Going out having fun and drinking it’s cool but GOD do I love being home in my own space	{'place_id': '00c39537733fa112'}
3133901707	2020-11-08T04:09:29.000Z	1325289310875226112	Damn. I can’t go out tonight but it would be nice to break my sober streak and smoke. SHOULD I DO IT someone say yes pls	{'place_id': '01a9a39529b27f36'}
2842977137	2020-11-08T03:59:43.000Z	1325286853730316289	Plus everyone younger who went to college as well, obviously...	{'place_id': '011add077f4d2da3'}
36191731	2020-11-08T03:59:29.000Z	1325286796482277377	If I wasn’t going out I would have to go to Union square Mfs going crazy down there!! 😂	{'place_id': '00c39537733fa112'}
20642896	2020-11-08T03:58:36.000Z	1325286572443328512	 So how's Kamala going to work?	{'place_id': '3e5bc38bcc04fa30'}
1274437058531143681	2020-11-08T03:46:31.000Z	1325283534697852929	 is the worst cable service ever. It keeps going out at least once a day, the info for the shows doesn’t work and the customer service sucks.	{'place_id': 'a7cdc3f10586dc66'}
1297298982	2020-11-08T03:42:37.000Z	1325282549980160000	Everyone is looking for an excuse to go out today 🤣	{'place_id': '44453d2ae8e47fd5'}
40353161	2020-11-08T03:23:07.000Z	1325277644389298177	 Did you go out to dinner?	{'place_id': '00c39537733fa112'}
355340601	2020-11-08T03:06:08.000Z	1325273372201193472	God pls keep me safe rn cause my stomach is telling me not to go out tonight but I’m going	{'place_id': '011add077f4d2da3'}
710613390499188736	2020-11-08T02:22:36.000Z	1325262414552641538	 Still trying your best to find something it's not going to work you should just disappear from the face of this earth.	{'place_id': '002e24c6736f069d'}
2216623579	2020-11-08T02:18:23.000Z	1325261354056429569	I wanted to go out and now all I wanna do is sleep 😫	{'place_id': '23a06e5cc6d83009'}
711585986	2020-11-08T02:13:20.000Z	1325260081097748480	I guess now he’s gonna go out and expose all those pedophiles? Isn’t he in charge of that or some shit    	{'place_id': '01a9a39529b27f36'}
1199254999	2020-11-08T01:37:58.000Z	1325251183355850752	 Lol. I’m definitely not angry. I think it’s all crazy. I still have to get up and go to work. Period. Whoever’s in office. But instead of looking at the racist do nothing Biden,,you all should be looking at Harris. She’s your next president.	{'place_id': 'a6bb3ed9f8ccb4a2'}
1228460249100800000	2020-11-08T01:00:27.000Z	1325241741222563845	Ouu so I guess I’m going out tonight 🥰	{'place_id': '858cec499f8adba6'}
25800976	2020-11-08T00:44:55.000Z	1325237830071808000	Going out to drink 🍺	{'place_id': '4b6a1f748c5219fa'}
125801252	2020-11-08T00:31:25.000Z	1325234433734086657	educate yourself before you come to me because y’all be going out SAD asf	{'place_id': '00c39537733fa112'}
23208179	2020-11-08T00:29:50.000Z	1325234035254321152	 Go out 😭 we been in the house enough this year	{'place_id': 'fa3435044b52ecc7'}
766273415615578112	2020-11-06T13:24:53.000Z	1324704307292344320	 Exactly! Looking forward to exploring places we couldn’t get to by train	{'place_id': '00c39537733fa112'}
