2020-01-20T23:48:04.000Z	1219406266755354625	It's kinda weird not going back to school not gonna lie.	{'place_id': '48b5e9defad76941'}
2020-01-25T02:42:01.000Z	1220899596609773570	 prefers I go out without him so he has the bed to himself 😇 	{'place_id': 'b046074b1030a44d'}
2020-01-25T02:18:07.000Z	1220893580249747458	Half of me wants to get dress, do my makeup & go out. The other half is feeling house vibes.. strongly	{'place_id': 'fa3435044b52ecc7'}
2020-01-25T01:58:21.000Z	1220888604802719745	0.0 makes you wanna go out dancing 💃🏽💃🏽	{'place_id': '7356b662670b2c31'}
2020-01-25T01:22:51.000Z	1220879671396655106	 . Listen school go out early today sorry for that folks. Kids these days. Uhhhhh uhhhh uh lets go to uhhhh  in Manalapan	{'place_id': '71177291f1601de3'}
2020-01-25T01:15:29.000Z	1220877818986475520	I really regret agreeing to go out tonight I just want my bed	{'place_id': 'b8d145028b2571ac'}
2020-01-25T01:02:29.000Z	1220874548775673856	My mother really called me and said if she doesn’t find me home by the time she gets here she’s going to punch me in the face... LMFAOOO😭 (because I’m sick and she doesn’t want me going out.) 😂 she knows me to well.🥴	{'place_id': '00c39537733fa112'}
2020-01-25T00:58:08.000Z	1220873454548811776	See If I don’t go out right after work, it’s a wrap. I’m not leaving my place again (unless it’s for food)	{'place_id': '011add077f4d2da3'}
2020-01-25T00:36:40.000Z	1220868052230770688	I should prolly go back to school lol	{'place_id': '002e24c6736f069d'}
2020-01-25T00:32:36.000Z	1220867027398811648	 All those people in the article seem pretty happy to be getting it.  And, funny, noone seems to be complaining it's keeping people from working or going to school or following their dreams.  Hmmm.  🤔	{'place_id': '01a9a39529b27f36'}
2020-01-25T00:08:17.000Z	1220860905837203457	 This is clearly racist but with some irony.The superintendent of BARBER High School’s “defense” is “You wouldn’t go to school in your underwear.” Huh? And WTH is the town Barber doing directly across the Street from the school! What’s up with that?!! I rest my case.	{'place_id': '01a9a39529b27f36'}
2020-01-26T23:59:32.000Z	1221583479504351232	 💔💔🙏😔😭😭 take moments of 🤫  My Prayers go out to his family and friends 😢😢😿😿  😭😭😭😭😭😔😔💔💔🙏🙏🕊🕊 @ Clark, New Jersey 	{'coordinates': {'type': 'Point', 'coordinates': [-74.3093, 40.6203]}, 'place_id': '88c45dc6118d88a2'}
2020-01-26T23:42:55.000Z	1221579301377716224	  we wall miss you, you're a great Basketball player 💔 😭😭😔😔🙏🙏💔💔 my Prayer go out Kobe Bryant family @ Clark, New Jersey 	{'coordinates': {'type': 'Point', 'coordinates': [-74.3093, 40.6203]}, 'place_id': '88c45dc6118d88a2'}
2020-01-26T23:30:49.000Z	1221576252798177280	😥🙏🏾 RIP to all who lost their lives in this terrible crash. Our love and prayers go out to all the families, friends, loved ones and basketball fans all over the world. Please hug your loved ones. 	{'place_id': '01a9a39529b27f36'}
2020-01-26T23:25:27.000Z	1221574902186160129	Video of the crash is 💔 what a way to go out😞🥀	{'place_id': '011add077f4d2da3'}
2020-01-26T23:11:39.000Z	1221571429734461440	Tomorrow is never promised. Please tell your loved ones how much you love them. Live in the moment and live with purpose. Don’t take life for granted. Our hearts and prayers go out to the Bryant Family and those involved in the crash. Your light forever shines   	{'place_id': '011add077f4d2da3'}
2020-01-26T23:10:28.000Z	1221571132006043648	I’ve been weak and sick to my stomach since the news broke early this afternoon. My heart and prayers go out to his wife and 0 kids and the families of all the other victims who were onboard.	{'place_id': '011add077f4d2da3'}
2020-01-26T22:54:33.000Z	1221567127024537601	Such a heartbreaking loss. My thoughts and prayers go out to Kobe’s family and all the others who had loved ones onboard. Another reminder about how fragile life is.  	{'place_id': '01a9a39529b27f36'}
2020-01-26T22:53:43.000Z	1221566919083483136	  I’d buy it more if it was a response to a tweet. I don’t see her going out of her way to post a photo just to make a hateful comment. Also, she’s never said anything homophobic, but rather transphobic. Still hateful, but this doesn’t track.	{'place_id': '37d8518a45c6f80a'}
2020-01-26T22:50:24.000Z	1221566081141178373	My prayers go out to the Bryant family🙏 stay strong. 🙏🥺💔	{'place_id': '011add077f4d2da3'}
2020-01-26T22:48:52.000Z	1221565697668603907	 This feels worse man. Tragic way to go out, and his daughter being with him makes it way worse	{'place_id': '01a9a39529b27f36'}
2020-01-26T22:38:07.000Z	1221562993630162951	RIP and my condolences go out to your family friends fans and loved ones. 	{'place_id': '011add077f4d2da3'}
2020-01-26T22:30:06.000Z	1221560973754015744	R.I.P to Kobe & GiGi Bryant. My heart & prayers go out to his surviving family 😢😢 	{'place_id': '00c55f041e27dc51'}
2020-01-26T22:28:39.000Z	1221560610523099137	Our Condolences go out to the Bryant Family as well as families of the other lives lost in the plane crash today. Really a sad day for Basketball as well as humanity. Tomorrow isn’t promised, always remember to hug your loved ones and tell them you love them. 🙏🏾🕊🕊🕊 	{'place_id': '002e24c6736f069d'}
2020-01-26T22:24:39.000Z	1221559603336445952	 Yeah honestly and even then in the future it’s like if we don’t cross paths I’m not going out my way to make it happen either 🤷🏽‍♀️	{'place_id': '002e24c6736f069d'}
2020-01-26T22:21:35.000Z	1221558831571972099	When we go to work tomorrow we all gotta roll up a paper ball and shout Kobe as we toss it into the trash.	{'place_id': '011add077f4d2da3'}
2020-01-26T22:14:39.000Z	1221557087945273346	To all my friends who are recently married/engaged using matrimony as an excuse to not go out: meet my grandparents (0 and 0)... they went to a Woodstock themed party last night. 	{'place_id': 'c8cc2f5f5fe306fa'}
2020-01-26T22:12:11.000Z	1221556464113922049	rest in peace to one of the most talented & influential men in sports. may your legacy & influence live on forever. rest in peace to your daughter, i pray the two of you are hand in hand in paradise with the Father. my prayers & condolences go out to your family 	{'place_id': '002e24c6736f069d'}
2020-01-26T22:03:51.000Z	1221554370166296576	Growing up in my childhood days, going to school seeing Bryant jersey and seeing that guy play was awsome   😔🙏🏼	{'place_id': '00c39537733fa112'}
2020-01-26T22:01:10.000Z	1221553694031974400	So sad to hear about  he is a true NBA Legend. Prayers thoughts and condolences go out especially on the loss of their daughter Gianna. So sorry. 	{'place_id': '01a9a39529b27f36'}
2020-01-26T21:58:47.000Z	1221553094129000448	  Prayers of this tragic go out to all the families that are involved 🙏🏻🙏🏻🙏🏻	{'place_id': '00c606746b858396'}
2020-01-26T21:54:56.000Z	1221552122594037761	Everyone at  mourns the tragic passing of the legendary  and his daughter, Gianna. This loss is beyond incalculable. Our hearts, and sincere prayers, go out to his and his daughter’s family and loved ones.   	{'place_id': '01a9a39529b27f36'}
2020-01-26T21:53:27.000Z	1221551752039759872	Thoughts and prayers go out to the Bryant family at the loss of Kobe and his daughter. So sad and gone too soon @ Fort Lee, New Jersey 	{'coordinates': {'type': 'Point', 'coordinates': [-73.9723, 40.8521]}, 'place_id': '609b31e0a50b4474'}
2020-01-26T21:40:35.000Z	1221548515270254592	Niggas pass around false info and get mad at me when I say “don’t say that until it is confirmed” then go out of their way to show it was confirmed and calls me. Bozo shit	{'place_id': '01a9a39529b27f36'}
2020-01-26T21:38:28.000Z	1221547981826068480	Thoughts and prayers going out to the families on the helicopter. It's a double hit for 0 families, losing not 0, but 0 family members  	{'place_id': '00c55f041e27dc51'}
2020-01-26T21:33:24.000Z	1221546705063227402	All of us at  are deeply saddened by the news of the passing of  the    one of the greatest ever to play the game, as well as his 0 year-old daughter, Gianna. Our prayers go out to this great man’s family. Photo © 0  	{'place_id': '01a9a39529b27f36'}
2020-01-26T21:30:19.000Z	1221545929263763457	Kobe went to school right outside of Philadelphia, not too far from where I grew up lived/live. I always didn’t like cheering for him as a sixers fan but always respected him as one of the best.This one truly hurts. 💔	{'place_id': '01a9a39529b27f36'}
2020-01-26T21:25:47.000Z	1221544789490925568	 This shit ruined my mood don’t even want to go out no more	{'place_id': '002e24c6736f069d'}
2020-01-26T21:24:50.000Z	1221544549639696384	who wanna go out for drinks tonight?	{'place_id': 'fa3435044b52ecc7'}
2020-01-26T21:19:55.000Z	1221543311636357121	It’s wild to me how grown men go out of their way to attack Dwyane Wades son I’m almost certain it’s because they’re undercover themselves. Stop being homophobic 	{'place_id': '00c39537733fa112'}
2020-01-26T21:18:23.000Z	1221542924632182785	My biggest fear in life has always been having to bury my spouse and a child. Prayers and love going out to Vanessa ❤️❤️❤️	{'place_id': 'a6bb3ed9f8ccb4a2'}
2020-01-26T21:06:04.000Z	1221539825632923649	This isn’t how legends are supposed to go out.  	{'place_id': '00c39537733fa112'}
2020-01-26T21:05:04.000Z	1221539574901624838	My prayers go out to Kobe’s wife & daughters...cannot imagine losing my father/husband & my sister/0 year old daughter on the same day 😭💔	{'place_id': '00c39537733fa112'}
2020-01-26T20:57:13.000Z	1221537601200578568	I ain’t wit the conspiracy theory shit , but it’s somthing fishy about this bro ! Kobe not suppose to go out like this 🥺	{'place_id': '002e24c6736f069d'}
2020-01-26T20:57:03.000Z	1221537557609172998	My heart felt sympathies go out to Vanessa Lain Bryant at this time. Let's send her our strength and positive vibrations to uplift her spirit. My heart breaks for her! 	{'place_id': 'fa3435044b52ecc7'}
2020-01-26T20:52:30.000Z	1221536412882874370	I really hate that they kept the games scheduled. I admire them for going out there still but no one would have blamed them if they hadn’t. 	{'place_id': '011add077f4d2da3'}
2020-01-26T20:47:46.000Z	1221535219880165377	literally so heartbroken and sad. i grew up watching  play and like much of the world was in awe of his sportsmanship and love for the game. this doesn’t even seem real, but you are so deeply missed. my prayers go out to his family and loved ones! 🖤🙏🏾	{'place_id': '01a9a39529b27f36'}
2020-01-26T20:38:04.000Z	1221532781303324673	Couldn't be more heart broken. Kobe was the reason I wanted to learn how to play basketball, prayers going out to his family!   	{'place_id': '011add077f4d2da3'}
2020-01-26T20:27:16.000Z	1221530062987677703	RIP Kobe 🙏🏽 My thoughts and prayers go out to all his friends and family. I can’t imagine what they must be going through right now.	{'place_id': '00c39537733fa112'}
2020-01-26T20:23:42.000Z	1221529164454354945	0 going out sad	{'place_id': 'b87b05856ab8dbd8'}
2020-01-26T20:21:23.000Z	1221528582226247680	A classy way to go out  	{'place_id': '01a9a39529b27f36'}
2020-01-26T20:16:54.000Z	1221527455103684610	 my prayers and thoughts go out to you in this horrible tragic accident ...... we lost a legend in the game on and off the court!!! 	{'place_id': '3317d9d862253ccb'}
2020-01-26T20:15:36.000Z	1221527126790197249	And he just had a newborn.  Thoughts and prayers go out to his family	{'place_id': '002e24c6736f069d'}
2020-01-26T20:09:31.000Z	1221525597064581122	I go out of town for a month and my beloved Northside has rebranded for some reason? But still has all the Polish soups and seems otherwise unchanged so I guess I don’t care 	{'place_id': '011add077f4d2da3'}
2020-01-26T20:06:24.000Z	1221524810364149761	My heart is truly heavy and I am in shock.  My heartfelt prayers and condolences go out to vanessabryant and the girls. The world has truly lost another legend.  rest well… 	{'coordinates': {'type': 'Point', 'coordinates': [-74.422, 40.6201]}, 'place_id': 'c735e25ad03113d5'}
2020-01-26T20:05:00.000Z	1221524459825184768	I have no words. My heart is broken. R.I.P to a legend Kobe Bryant. My heart and prayers go out to his family 💜💛	{'place_id': 'bf83670d90b7f0bc'}
2020-01-26T20:03:45.000Z	1221524144317063172	Yooooo..... This can’t be real!!   is dead?! 🥺... My prayers go out to his family ....  	{'place_id': '27485069891a7938'}
2020-01-26T20:03:28.000Z	1221524074955862017	 the fact that our friendship survived me going to college and spending some of that time in england...really a testament to us	{'place_id': '00c39537733fa112'}
2020-01-26T19:59:46.000Z	1221523143208120320	RIP KOBE .... 🥺 thoughts and prayers go out to all his family 💛🙏🏽	{'place_id': 'fa3435044b52ecc7'}
2020-01-26T19:59:44.000Z	1221523134878273537	RIP TO THE GOAT  prayers go out to his family	{'place_id': '00c39537733fa112'}
2020-01-26T19:55:48.000Z	1221522145538428930	Somebody had to have hacked TMZI know Kobe ain’t go out like that 🤞🏻	{'place_id': '00c39537733fa112'}
2020-01-26T19:55:22.000Z	1221522033424683010	RIP to a legend.  Prayers go out to everyone on board and their loved ones.	{'place_id': '00c39537733fa112'}
2020-01-26T19:54:52.000Z	1221521909759795202	So sorry to hear about the death of Basketball legend Kobe Bryant My condolences go out to his family.  	{'place_id': '07d9db0a2dc81000'}
2020-01-26T19:54:27.000Z	1221521805875302400	Wasn’t a fan of his at all, but man the guy was a legend to the game I love and my prayers go out to his family 🙏🏻	{'place_id': '01a9a39529b27f36'}
2020-01-26T19:44:10.000Z	1221519214525255680	No way this shit is giving me the chills. God bless his family!! Alll my prayers go out to his daughters and wife !	{'place_id': '00c39537733fa112'}
2020-01-26T19:17:04.000Z	1221512397371953154	 deadass lmao bro was really going out on a limb.	{'place_id': '011add077f4d2da3'}
2020-01-26T18:40:43.000Z	1221503248944844800	 So true!!! But now I have to go out and buy OJ & champagne!	{'place_id': '01a9a39529b27f36'}
2020-01-26T18:32:47.000Z	1221501251650772992	 All through high school I thought “well at least college will be better” and then I got to college and I thought “holy shit the pinkos really do control the entirety of education.” Psych 0 was basically an ideological snugglebunny for Commies.	{'place_id': '01a9a39529b27f36'}
2020-01-26T18:29:44.000Z	1221500482407030785	it’s 0:0 in the afternoon and i have not left my room, welcome back to college emily	{'place_id': '01a9a39529b27f36'}
2020-01-26T18:07:55.000Z	1221494994772594689	It’s always something everytime  and I go out lmao smfh	{'place_id': '011add077f4d2da3'}
2020-01-26T17:13:51.000Z	1221481388173680640	 I’ve lived in this city my entire life, went to school & worked down town for most of my life and you have ruined our city. This is ridiculous. 	{'place_id': '01a9a39529b27f36'}
2020-01-26T17:02:37.000Z	1221478560520646658	Deep, deep massage with either of those is what's going to work, they sell gadgets now that get to difficult to reach shoulder and neck areas and have the ability to apply the necessary pressure to heal. 	{'place_id': '00c55f041e27dc51'}
2020-01-26T16:46:33.000Z	1221474519178719233	Found this beautiful set of vintage botanical postcards 🌻 this past week upstate at a local antique shop whilst helping a friend move homes. These will be going out as personal 'thank yous' to my first Sustaining… 	{'coordinates': {'type': 'Point', 'coordinates': [-73.95, 40.7]}, 'place_id': '011add077f4d2da3'}
2020-01-26T16:35:45.000Z	1221471797968764928	 Exactly. And we know from the data out there that Black children’s chances of dropping out of school or going to college increase significantly with having Black teachers.	{'place_id': '011add077f4d2da3'}
2020-01-26T16:29:51.000Z	1221470316473569286	I have taken a break from being active on here due to school and work but I have a goal for us and I've had it for a long time so I will be starting my YouTube videos again starting next month with a video every Thursday and my threads will be back to every Sunday.	{'place_id': '01a9a39529b27f36'}
2020-01-26T16:18:47.000Z	1221467531174711299	After today I ain’t going out till April	{'place_id': '002e24c6736f069d'}
2020-01-26T16:04:22.000Z	1221463902149541888	 You're complicit. We know who you are and what you are. You're going out next, traitorous coward. No cojones as they say in the Lone Star State.	{'place_id': '2c3a8226d682d4f3'}
2020-01-26T15:49:21.000Z	1221460120955170817	One time I got dressed went to school at 0am Monday morning ....it was three day weekend 🙃 	{'place_id': '00c39537733fa112'}
2020-01-26T15:02:01.000Z	1221448209337344000	My biggest regret was going out on Friday should’ve stayed home and watch Sabrina	{'place_id': '01a9a39529b27f36'}
2020-01-26T15:00:30.000Z	1221447828242935808	 go out to the streets and corners and town with all your work team to look for the voters they will not reach you if you do not convince them that it is time for change and believe in a strong nation and that you are prepared for this change	{'place_id': '00c39537733fa112'}
2020-01-26T14:57:12.000Z	1221447000148914182	 your other competitors are 0/0/0 steps ahead of you and I think your campaign team is better prepared and the presidency is taken seriously and I want you to be the next US president to go out into the streets to the villages to look for the voters that  they won'	{'place_id': '00c39537733fa112'}
2020-01-26T14:39:55.000Z	1221442649107968000	woke up to a 0am text from a loser friend of mine about him stalking his ex gf on instagram who he hasnt spoken to in 0+ years. he calles her new boyfriend pin head larry. hes going out sad pray for this idiot	{'place_id': '1935ab8020a2553b'}
2020-01-26T14:34:14.000Z	1221441217264791554	In Chapter 0, Ray really wishes he never got out of bed to go to work today…  Part II: The World Beyond The Water - Chapter 0  	{'coordinates': {'type': 'Point', 'coordinates': [-74.0007613, 40.7207559]}, 'place_id': '01a9a39529b27f36'}
2020-01-26T12:50:01.000Z	1221414991917699072	I’m only good for going out once a week .	{'coordinates': {'type': 'Point', 'coordinates': [-74.402754, 40.609206]}, 'place_id': 'c735e25ad03113d5'}
2020-01-26T12:34:47.000Z	1221411158239911937	WOW! This is so true, can’t get in trouble if you don’t go out! 	{'place_id': 'fa3435044b52ecc7'}
2020-01-26T11:53:22.000Z	1221400737420279809	Reason# 0 why I hate going out. My friends don't never know when to shut it down. 🥴🥴This is why I always sneak off, and text once I'm in my Uber. 🤷🏾‍♀️😂 	{'place_id': '002e24c6736f069d'}
2020-01-26T11:35:26.000Z	1221396222667259921	I do NOT wanna drive back to NJ or go to work tonight bro	{'place_id': '011add077f4d2da3'}
2020-01-26T10:51:30.000Z	1221385165441839111	Yessir zombie apocalypse, lol but nah just like three ways I def don’t want to go out with 	{'place_id': '01a9a39529b27f36'}
2020-01-26T08:27:46.000Z	1221348995685146625	Just went dancing by myself and im very happy i was able to confidently go out alone and not be self conscious about that	{'place_id': '011add077f4d2da3'}
2020-01-26T07:42:06.000Z	1221337500574265346	Nothing worse than going out and the spot has trash hookah	{'place_id': '011add077f4d2da3'}
2020-01-26T07:28:38.000Z	1221334111916298241	some men were standing outside our apartment and saying they could say antisemitic things bc they’re jewish and bev and i spent so long waffling over whether or not we should go out and say anything that they left 	{'place_id': '011add077f4d2da3'}
2020-01-26T07:08:39.000Z	1221329086028615682	Me wanting to go out and throw ass but me also not wanting to throw ass on people shorter than me is really just setting myself up for failure	{'place_id': '011add077f4d2da3'}
2020-01-26T06:32:59.000Z	1221320109077286912	Getting ready to go hunting - I’m hungry I need to swallow some milk and breed some hole. Going to work my way downtown then back uptown then home 	{'place_id': '0fc3b57e7015e000'}
2020-01-26T06:25:17.000Z	1221318172491632640	I just wanna go out and get FVCKED UP and NOT worry about how I’m getting home...	{'place_id': '01a9a39529b27f36'}
2020-01-26T05:50:30.000Z	1221309415019679745	I wanna go out more but it’s like I wanna be in relaxed places. with great eats.	{'place_id': 'b8d145028b2571ac'}
2020-01-26T05:48:48.000Z	1221308988060590081	If ya shoes have no lq on em, did you go out?	{'place_id': '01a9a39529b27f36'}
2020-01-26T05:31:28.000Z	1221304625862713344	"Oh my god the docu ""the most dangerous ways to school"" is craaaaaazy everyone needs to watch it"	{'place_id': '00c55f041e27dc51'}
2020-01-26T04:32:25.000Z	1221289766118920196	quick snl wish list:0) the return of matt the radar technician0) adam disses reylo0) abraham parnassus takes mordechai to college	{'place_id': 'f97108ab3c4a42ed'}
2020-01-26T04:22:06.000Z	1221287169949650945	Every time I go out it cost me money. How ghetto 😒	{'place_id': '011add077f4d2da3'}
2020-01-26T04:13:09.000Z	1221284917528727552	Oh noooooo. I’m at a party a bottle of wine deep cause I’m fancy and I just met a girl who asked me about where I went to college and inadvertently kicked me right back into embarrassing black out jersey shore party scene nostalgia and I will never recover.	{'place_id': '011add077f4d2da3'}
2020-01-26T04:05:49.000Z	1221283072076926976	To go out or to stay home?	{'place_id': '01a9a39529b27f36'}
2020-01-26T03:35:54.000Z	1221275542110064640	If shawty finesses this nigga out of $0 so we can go out for restaurant week I’ll marry her 😍	{'place_id': '00c39537733fa112'}
2020-01-26T03:07:54.000Z	1221268496203599872	I’m not gonna pin this loss on Mike White. That’s not fair. Like I’ve said 0 times, it was never about any one game, but rather the sum of the product since his 0nd year.But before you go out of your way to defend him by saying Baylor was ranked  remember one thing: FLA -0	{'place_id': '01a9a39529b27f36'}
2020-01-26T03:03:55.000Z	1221267495237177354	   Yeah i think so unless they have a filter! The reusable ones with filters are for pollution control, to stop things from going into you. The one he demonstrated is for infection control to stop things from going out from you	{'place_id': '01a9a39529b27f36'}
2020-01-26T02:52:32.000Z	1221264628610740225	Going out the back door! 	{'place_id': '15bb646d59ef405f'}
2020-01-26T02:41:51.000Z	1221261940972015621	I will not go out tonightI will not go out tonight I will not go out tonight	{'place_id': '002e24c6736f069d'}
2020-01-26T02:41:42.000Z	1221261905827893248	 Prayers go out to all the people involved.	{'place_id': '00c39537733fa112'}
2020-01-26T02:29:50.000Z	1221258916841099264	 Facts his Julia was straight on point Book was mad hungry tho he wasn't gonna go out like that .	{'place_id': '011add077f4d2da3'}
2020-01-26T02:11:38.000Z	1221254338007519232	Going out in NYC takes 0 Ubers and 0 trains. I hate it here	{'place_id': '01a9a39529b27f36'}
2020-01-26T01:18:34.000Z	1221240983121203207	The show  on Netflix  was great. Binged Seasons 0 and 0 the last few days at home and going to work. So happy to see  individuals being represented without explanation.	{'place_id': '002e24c6736f069d'}
2020-01-26T01:08:29.000Z	1221238446192197634	Is going out the move tonight ?	{'place_id': '1e87657b94063b58'}
2020-01-26T01:07:29.000Z	1221238191451254784	I can’t go out to eat by myself. I b feeling like everybody staring at me🤣	{'place_id': '51b45b88191c1a6e'}
2020-01-26T00:58:57.000Z	1221236046266093574	 Wonder if their flight back from the fast paced Iowa game got delayed because they looked tired all game. They should just get sleep tonight don’t go out.	{'place_id': '00c39537733fa112'}
2020-01-26T00:54:46.000Z	1221234991226675200	Joe Harris going out sad smh 🥴	{'place_id': '01a9a39529b27f36'}
2020-01-26T00:53:39.000Z	1221234714255773696	Going out to eat at new restaurants is really my love language! My dad still takes us out to eat all the time, so that’s where I get it from	{'place_id': '002e24c6736f069d'}
2020-01-26T00:45:07.000Z	1221232562728849409	zelda spellman if you are free tomorrow night i would love to go out on a date with you. 	{'place_id': 'f97108ab3c4a42ed'}
2020-01-26T00:35:28.000Z	1221230136017682432	 Crush an edible and go out... you got this	{'place_id': '00c39537733fa112'}
2020-01-26T00:13:41.000Z	1221224652959354880	I don’t even allow my friends to vent about they nigga problems. My solution to everything is “so u wanna go out and get drinks?” 😭	{'place_id': '011add077f4d2da3'}
2020-01-26T00:09:56.000Z	1221223710113353728	I’ve been sitting in the barbershop for a hour .... about to dip & go out tonight ugly as hell	{'place_id': '011add077f4d2da3'}
2020-01-20T23:34:05.000Z	1219402749382742024	my gf and I live 0 mins away by car, but an HOUR away by train, and that is why I believe the MTA is homophobic. in this essay I will	{'place_id': '002e24c6736f069d'}
2020-01-24T19:59:26.000Z	1220798280558436352	Traveling by train is so strange to me. I miss my car.	{'place_id': '94542c3c348faf28'}
2020-01-25T22:11:02.000Z	1221193786652549120	 any reason my Uptown R train is sitting in the station at Whitehall/South Ferry?? No news expect being held by train dispatcher and I am going to be late for work at this rate	{'place_id': '01a9a39529b27f36'}
2020-01-26T15:36:51.000Z	1221456977160699905	" That couple took me with them in my first trip inside Italy by train. Great guys, didnt speak one word of english but had so much fun, ""the little bull"""	{'place_id': '00c39537733fa112'}
2020-01-26T13:47:32.000Z	1221429467194777600	      Hi Karen it’s very unlikely to see a green cab illegally picking up at a restricted zone. I see plenty of green cabs waiting by train stations but all in the boroughs. Maybe it’s that your referring too	{'place_id': '002e24c6736f069d'}
