14392973	2020-09-07T23:07:56.000Z	1303107766001848320	 Same to you. Back to school— we’ll home school for now— tomorrow. Weird feeling!	{'place_id': 'c2800db81ba22abc'}
1023363259133579266	2020-09-12T15:11:59.000Z	1304799929135763457	maybe I should go back to school 🧐🤔 cause I had a good amount of friends in college shit was lit	{'place_id': '00c39537733fa112'}
241591966	2020-09-12T15:10:17.000Z	1304799501513785345	oh & I go out to eat or for drinks every other day because I CAN & I travel somewhere every month because I CAN❗️	{'place_id': '011add077f4d2da3'}
1023363259133579266	2020-09-12T15:08:41.000Z	1304799095744270336	wanna go out .. but don’t know where to go .. wanna go out to eat but I went out to eat yesterday .. wanna be around good lit vibes & energy but not don’t have lit friends .. 	{'place_id': '00c39537733fa112'}
2740969319	2020-09-12T15:08:22.000Z	1304799018615296000	     Idk to me 0/0 hits home when you have to commute to Manhattan every day and have friends and family who go to work/school in the financial district. Terrorism legit used to have me scared. Now I’m more scared of right wing nationalism but it’s something to reflect on 🤷🏽‍♀️	{'place_id': '00c39537733fa112'}
2359897377	2020-09-12T15:03:10.000Z	1304797707178053633	I be going to work on my bully fried and I’m still not terminated lmaooo I been waiting 😭	{'place_id': 'b8d145028b2571ac'}
449634492	2020-09-12T14:05:34.000Z	1304783214465216512	 Lou, I. Ant believe she’s going out like this!  Hard to witness it.	{'place_id': '01a9a39529b27f36'}
449634492	2020-09-12T14:04:18.000Z	1304782895383539718	I can’t believe Dorinda is going out like this.  It’s hard to see.	{'place_id': '01a9a39529b27f36'}
3022730283	2020-09-12T13:49:43.000Z	1304779223853420544	0st NYC public school closed over COVID-0 cases, city says - Sponsored Post  	{'place_id': '011add077f4d2da3'}
15097291	2020-09-12T13:32:41.000Z	1304774937094352896	  Exactly... they're used to being collaborative and resourceful, though maybe also out of necessity. Somehow, Tuskegee was able to come up with money to pay us but Cornell didn't.... I went ahead and did Cornell as a personal favor to a friend/mentee that goes to school there.	{'place_id': '01a9a39529b27f36'}
144676658	2020-09-12T13:23:09.000Z	1304772538770370563	When you trynna go out for a bike ride and homies trynna go out for brunch 🤦🏽‍♂️	{'place_id': '002e24c6736f069d'}
443357971	2020-09-12T13:15:24.000Z	1304770586980352000	Didnt go out last night, cause I had a hair appointment this am. Kinda glad... my friends are still out. there night hasn’t ended yet 🥴😩😂	{'place_id': 'b46619b2722d9703'}
812401242131615745	2020-09-12T12:58:57.000Z	1304766447533649922	People dead ass think being a freelancer means you have all the time in the world, staying home not doing shit, when that is totally not the case. I gotta go out of my damn way to look for jobs/projects and promote myself to get clientele. There’s more to this shit!!!	{'place_id': 'b046074b1030a44d'}
3288147861	2020-09-12T11:49:30.000Z	1304748971173306371	Is it a holiday I don't have to go to work? oh ya I am unemployed I can not find a job! 	{'place_id': '01a9a39529b27f36'}
3065301110	2020-09-12T11:38:04.000Z	1304746094514122758	As children return to school, more exposures will occur. Because of this expectation, it’s crucial to continue implementing safety measures of physical distancing, mask wearing, hand washing, improved ventilation, school/social cohorts and flu vaccinations to ⬇️ transmission. 0/0	{'place_id': '54719aecdeecbbe8'}
444061116	2020-09-12T11:22:36.000Z	1304742200698449923	"""The Ministry of Education’s guidelines call for temperatures to be taken at least three times a day and reported to school officials. The rules are tighter in areas that the government sees as particularly vulnerable to an outbreak. In Beijing, for example, masks are required"""	{'place_id': '01a9a39529b27f36'}
444061116	2020-09-12T11:13:29.000Z	1304739908171501571	"China is really something: showing an 'an anti-epidemic spirit.' ""China Brought Nearly 0 Million Students Back to School"" "	{'place_id': '01a9a39529b27f36'}
15624388	2020-09-12T10:59:58.000Z	1304736504112123913	Ok how many of us went to school with Mary Mary Catherine’s?! 🙋🏽‍♀️This is so on point, it hurts. Lol. 	{'place_id': '96ddfc4bf2f1a80c'}
2277983445	2020-09-12T10:09:26.000Z	1304723787527716864	0: You’re such a good person, always vibing on the TL. I’m thankful for people like you who will go out of their way to listen to somebody when they are though hard times☺️	{'place_id': '8479859139338fb7'}
2258165976	2020-09-12T08:32:21.000Z	1304699355765641221	That’s why Victoria’s Secret is going Out of business,🤪💃🏼😜 	{'place_id': '01a9a39529b27f36'}
2922098608	2020-09-12T06:24:27.000Z	1304667169876258816	I told my dad school never ends and said don’t go to school to him. He goes “I’ll make sure “ he’s 0.. LMFAOOOO	{'place_id': '011add077f4d2da3'}
91947999	2020-09-12T06:14:06.000Z	1304664565356011520	How China Brought Nearly 0 Million Students Back to School: China says the reopening of classrooms proves that its top-down system is superior. To overwhelmed teachers and students stuck on campuses, its restrictions can feel like overkill.  (vía NYtimes) 	{'coordinates': {'type': 'Point', 'coordinates': [-74.00187056, 40.7332086]}, 'place_id': '01a9a39529b27f36'}
1252074785921794049	2020-09-12T04:29:56.000Z	1304638349970419713	Lanyard for Masks 	{'place_id': '01a9a39529b27f36'}
1252074785921794049	2020-09-12T04:28:50.000Z	1304638075818184706	New Product Alert😉🚨  	{'place_id': '01a9a39529b27f36'}
243768644	2020-09-12T04:24:51.000Z	1304637073647861760	Why didn’t I go out tn?	{'place_id': 'fa3435044b52ecc7'}
997193845476659200	2020-09-12T04:06:27.000Z	1304632439717998597	 It depends on if it's safe to go out (covid ) - other wise at home in the dark with a ni ce cold drink- the adult kind	{'place_id': 'b2739f396d871412'}
1107007740646445057	2020-09-12T04:04:39.000Z	1304631989753044992	 Did you go out?	{'place_id': 'fa3435044b52ecc7'}
2922098608	2020-09-12T03:47:02.000Z	1304627556658839557	I go from work right to school till 0 am can I get a FUCKEN trophy	{'place_id': '011add077f4d2da3'}
10224712	2020-09-12T02:18:38.000Z	1304605307780435969	 🙈 it's ok, I'm wearing a mask when I go out of the house so that nobody can recognize me	{'place_id': '011add077f4d2da3'}
20465807	2020-09-12T01:14:22.000Z	1304589134418280448	  Chile, I was dropping my kids off to school. 😣	{'place_id': '01a9a39529b27f36'}
186258648	2020-09-12T00:51:50.000Z	1304583463752826880	Century 0 going out of business sucks	{'place_id': '011add077f4d2da3'}
950703457	2020-09-12T00:46:51.000Z	1304582212034191361	Everything went as planned today. Hopefully the date I planned for myself goes smooth too. Dress myself up and go out alone. Loving myself.	{'place_id': '01a9a39529b27f36'}
329851425	2020-09-12T00:04:59.000Z	1304571673597931520	Just did a 0mi bike ride, kinda wanna go out hit my line if ya in bk	{'place_id': '011add077f4d2da3'}
261359712	2020-09-13T23:41:00.000Z	1305290414673534981	I save money by going out to dinner because I’m not at home running my air conditioners	{'place_id': '01a9a39529b27f36'}
3996721205	2020-09-13T23:21:21.000Z	1305285470977437696	Me too going to work w a Bradley chubb jersey on and superbowl xxxii hat 	{'place_id': '3d3c56338b6a3b4a'}
533668784	2020-09-13T23:19:42.000Z	1305285053510025220	 No the police ought to have a death squad go out and find him drop him from a helicopter inside one of those forests fires, spare us the drama of how his underprivileged upbringing made him do it	{'place_id': '002e24c6736f069d'}
331759343	2020-09-13T22:44:19.000Z	1305276149430394881	 officers who were shot at point blank is awful and my prayers go out to them for a speedy recovery.  leading with a story that protesters were taunting cops is reckless. To give 0 people nuts any news time is not helpful	{'place_id': '01a9a39529b27f36'}
578401436	2020-09-13T22:39:14.000Z	1305274870494834688	Tomorrow starts the 0 school year for Emerson Public Schools. We ask that everyone be extra alert on the roads and leave extra time to get your children to school.  Practice patience and follow directions of school officials, Crossing Guards and Police Officers.	{'place_id': '5ed322907c4a363c'}
18942944	2020-09-13T22:00:50.000Z	1305265204821975040	  Went to school with John Livoti!	{'place_id': '011add077f4d2da3'}
749049734292135936	2020-09-13T21:38:23.000Z	1305259558403821570	Jets lost but we didn’t go out bad and fought to the end. An L is an L but i like the fight!	{'place_id': 'b046074b1030a44d'}
67234001	2020-09-13T21:23:59.000Z	1305255934189600770	My girl going out tonight I’m excited my baby gonna look so good 🤤	{'place_id': '002e24c6736f069d'}
186288411	2020-09-13T21:08:48.000Z	1305252110674653185	Honestly most NY teachers in the five boroughs who are vested make way to much to be sitting home saying they scared to go to work! I understand they scared but you choose the job with the good and the bad!   	{'place_id': '011add077f4d2da3'}
298169571	2020-09-13T20:42:54.000Z	1305245595041492994	Getting my essential ass ready to go to work. 😭	{'place_id': '6ecd80a684f06657'}
844221643	2020-09-13T20:34:37.000Z	1305243507632869378	Might go out for a drink or two	{'place_id': '01a9a39529b27f36'}
2374155547	2020-09-13T20:21:06.000Z	1305240106173960199	0 Precinct Youth Coordination Officers Cannata and Walters are hosting a Back to School 🍎 📚 🖊 Bookbag Giveaway!! Join us! September 0, 0 0pm-0pm @ the 0 PCT 0 Richmond Ave 	{'place_id': '00c55f041e27dc51'}
37786530	2020-09-13T19:13:49.000Z	1305223174943051776	I’m at the stage where I stay home and wish I went out or I end up going out wishing I stayed home	{'place_id': 'fa3435044b52ecc7'}
1629345997	2020-09-13T18:44:37.000Z	1305215827357167619	Wanna go out for some Tacos & frozen Margs . I need Tuesday to hurry up 😩	{'place_id': '01a9a39529b27f36'}
346889147	2020-09-13T18:20:26.000Z	1305209741338177538	Maybe don’t wait a week out to sign a kicker? They knew Rohrwasser wasn’t going to work out pretty early in camp.  	{'place_id': '39411d80c106aa80'}
2675785703	2020-09-13T17:59:13.000Z	1305204402878386177	 Joe is pandering again . Joe is no friend of the police . If someone with a warrant resist arrest . Could have killed the officer got shot because of that fact . And Joe and Kamala go out of there way to give well wishes. Not a friend but a phony	{'place_id': '00c39537733fa112'}
1106037082319921152	2020-09-13T17:01:23.000Z	1305189845510377473	PUT PRESSURE ON A WHITE FEMALE OF DATING AGE TO THINK TWICE ABOUT REJECTING A  BLACK MALE, ALSO OF DATING AGE, WHO ASKS TO GO OUT WITH HER IF SHE IS NOT ATTRACTED TO HIM - TO SAY YES INSPITE OF THAT -  JUST TO AVOID THE STIGMA OF BEING LABLED A  - RACIST? I KNOW OF NO SUCH	{'place_id': '01a9a39529b27f36'}
825646526	2020-09-13T16:53:03.000Z	1305187750375821316	 But everything is still opening up?? Start caring about people that’s dying instead of people that wanna go out and have fun. People getting sick, people are dying and this is happening in front of you. Sad	{'place_id': 'fa3435044b52ecc7'}
91742463	2020-09-13T16:44:27.000Z	1305185585074778115	We the people of this great city need to stand up and say “ENOUGH IS ENOUGH” and do something about it...We all need to go out to the polls and vote out these scumbag politicians that are letting our city burn to the ground. 	{'place_id': '011add077f4d2da3'}
522253570	2020-09-13T16:42:43.000Z	1305185148162506752	I don’t really like going out to the club cuz I don’t like when it’s crowded	{'place_id': '011add077f4d2da3'}
47155717	2020-09-13T16:36:24.000Z	1305183558517108736	I got up showered and ready as much as I could do I can go to work but since mid day yesterday I’ve been in pain because of Mother Nature🤬 and then was like nope I can’t work a 0hr shift if it hurts to even stand.	{'place_id': '00ca6959663f6d44'}
1323161575	2020-09-13T16:11:23.000Z	1305177263676293128	 you go out in crowds every weekend. you don’t wear a mask. you didn’t even quarantine when you...nvm 😭😭😭 	{'place_id': '00c39537733fa112'}
15313959	2020-09-13T16:08:03.000Z	1305176424312168449	Then, He said, “Ambot sa imo “ hahahahaha!! He made me so proud.. 😂😂  So, I returned 0 pcs of shampoo and conditioner and ended up buying only 0 pair..  Moral of the story: Bring a person every time you go  out so they snap you out of your misery and be logically. 👍🏼	{'place_id': '00c39537733fa112'}
61577322	2020-09-13T16:07:56.000Z	1305176396138938375	Cam is playing in the most racist sports city in the country. I want him to go out there be strong and don’t let them racists pieces of shit in Boston get to him.	{'place_id': '011add077f4d2da3'}
1158381069013569537	2020-09-13T15:31:36.000Z	1305167251939766272	The days i really don’t want to go to work & i still go are the days that i have to go through the most. Smhh, god if you hate me just say that	{'place_id': '011add077f4d2da3'}
1325799295	2020-09-13T15:15:47.000Z	1305163273872998400	Reminds me, I have to start curating my Christmas list. I start every year at the end of back to school shopping.	{'place_id': '011add077f4d2da3'}
333611612	2020-09-13T15:12:13.000Z	1305162376048766978	Understand that you can go to college & still be a dumb ass...	{'place_id': 'dc4ad595a56393ac'}
61577322	2020-09-13T15:06:02.000Z	1305160817894191104	 have a great season D. I wish you a healthly season as well. Go out there and do work!  	{'place_id': '011add077f4d2da3'}
1186752470690729985	2020-09-13T14:55:35.000Z	1305158187331588103	 Thank you 😊 and me too but 0 is a lot of work to maintain. And I’m lazy, I used to go to work looking crazy 😂	{'place_id': '002e24c6736f069d'}
779256357329436672	2020-09-13T14:53:27.000Z	1305157652641730563	Bro that was the educational version of a “write up” niggas made it seem like we couldn’t go to college because of this “record” 	{'place_id': '011add077f4d2da3'}
930906800	2020-09-13T14:40:22.000Z	1305154361262313472	It’s the Fox News disease. My perfectly nice kind sister who takes care of dogs… I told her my daughter was going to college in Portland and basically her head spun around and she screamed out “antifa!” 	{'place_id': '01a9a39529b27f36'}
3403362495	2020-09-13T13:57:17.000Z	1305143514926379008	 Oh nah. I’m feeling the effects of all this weight now. No time to keep putting it off. If I don’t do anything else I will go out on walks.	{'place_id': '011add077f4d2da3'}
1280653809384148993	2020-09-13T12:26:19.000Z	1305120626286436354	Today is the start of the NFL season can't wait to see my cowboys go to work.	{'place_id': 'fa3435044b52ecc7'}
990717649	2020-09-13T12:01:26.000Z	1305114363980808194	I William McCullough 0rd In Newyork City ( USA )  waiting on the Elevator in my Apartment Building and getting ready to go out and enjoy my day. (  King ) (  Ace of Spade and King of Spade ) (  I Habibi -  I BeBella ) 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.99112517, 40.7588419]}}
91947999	2020-09-13T11:57:02.000Z	1305113255002554368	I Used to Go Out. Now I Go to The Home Depot.: How the coronavirus turned me into a Lawn Dad.  (vía NYtimes) 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.00187056, 40.7332086]}}
1093360760225497089	2020-09-13T10:48:50.000Z	1305096093030584320	 🌹🕇🌹Our hearts are broken. We lost a dear friend. We love you Iris. Wish we had just one more moment. Our hearts and prayers go out to your family.  ❤🌺  📕        	{'place_id': '8479859139338fb7'}
1278766008	2020-09-13T10:47:53.000Z	1305095853414248451	is it sad that whenever i see people going out partying having fun being social i'm like i'm too old for this shit... like i'm pushing 0	{'place_id': '00c39537733fa112'}
4883499723	2020-09-13T10:45:40.000Z	1305095296406499328	Going to work just to hang out and chill in one of the rooms  yktv &gt;&gt;&gt;	{'place_id': '00c55f041e27dc51'}
1910869266	2020-09-13T10:22:29.000Z	1305089462335148033	  Your hilarious!  Alzheimer patient Joe Biden for president laughable. Kamala Harris first United States female president? Did you ever go to school? Drift Wood is Smarter!	{'place_id': '684ceb6509d97b6c'}
287614095	2020-09-13T10:00:58.000Z	1305084046242910208	    Trump was right when he said , i can go out and shoot someone and my supporters will still vote for me!	{'place_id': '00c55f041e27dc51'}
447640047	2020-09-13T09:52:13.000Z	1305081843058966528	Support your partner. Encourage their dreams. Go out of your way to make sure they dont feel alone.	{'place_id': '002e24c6736f069d'}
1132720746051063810	2020-09-13T07:20:45.000Z	1305043727967309824	Zaida literally fell asleep on the floor mid conversation 😂 it’s 0:0 am we going out sad	{'place_id': '3e5bc38bcc04fa30'}
44235359	2020-09-13T07:17:21.000Z	1305042870567677952	Another  Saturday...Still too soon to go out and play?Shall I read a book?Nah, let’s take a look...What’s on TV? Hey, it’s  	{'place_id': '00c39537733fa112'}
1166085537746358273	2020-09-13T04:55:40.000Z	1305007215263309827	 Sleep... then get up and go to work. Almost 0am here. Headed to work 😟	{'place_id': '01d7322a3937ed14'}
50845843	2020-09-13T02:09:53.000Z	1304965495150522370	I felt his pain I teared knowing that this happens but it shouldn't be this way 0 know that at some point I will want 0 have a family and protect them but as a man I can't always safe guard gods wishes my prayers go out 0 this man and his daughter he will be a great dad 	{'place_id': '00c39537733fa112'}
32628792	2020-09-13T02:01:34.000Z	1304963399068061696	 The schools are not opening.  All this stuff DeBlasio and the idiot school chancellor did are not going to work.	{'place_id': '00c39537733fa112'}
173441370	2020-09-13T01:22:33.000Z	1304953583004258304	People have went to school with/worked with both me and my brother. Been cool with us both and didnt even knew we knew each other let alone were related 	{'place_id': '00c39537733fa112'}
363083125	2020-09-13T00:54:36.000Z	1304946549739454465	I like to go out so if you don’t... we can’t date 😭😭 	{'place_id': 'fa3435044b52ecc7'}
1272249880568832000	2020-09-13T00:40:45.000Z	1304943061613584387	Memories that you shouldn’t forget, but at the same time, you don’t want to remember because it’s just so hard. Looking at my old album, my thoughts and heart go out to those who lost their lives and their families. I lit my candle and mediate..🙏   	{'place_id': '00c39537733fa112'}
3236692693	2020-09-13T00:38:23.000Z	1304942468555735040	Did longhorn network go out for everyone or am I just cursed?	{'place_id': '01a9a39529b27f36'}
180504506	2020-09-13T00:25:44.000Z	1304939283241930752	I want to do life again. I used to have the money and energy to have fun (or at least go out and pretend to have fun.)	{'place_id': '011add077f4d2da3'}
